NC_009144.2	chr1
NW_001875987.1	chrUn
NW_001875988.1	chrUn
NW_001875989.1	chrUn
NW_001875990.1	chrUn
NW_001875991.1	chrUn
NW_001875992.1	chrUn
NW_001875993.1	chrUn
NW_001875994.1	chrUn
NW_001875995.1	chrUn
NW_001875997.1	chrUn
NW_001875998.1	chrUn
NW_001875999.1	chrUn
NW_001876000.1	chrUn
NW_001876001.1	chrUn
NW_001876002.1	chrUn
NW_001876003.1	chrUn
NW_001876004.1	chrUn
NW_001876005.1	chrUn
NW_001876006.1	chrUn
NW_001876008.1	chrUn
NW_001876009.1	chrUn
NW_001876010.1	chrUn
NW_001876011.1	chrUn
NW_001876012.1	chrUn
NW_001876013.1	chrUn
NW_001876014.1	chrUn
NW_001876015.1	chrUn
NW_001876016.1	chrUn
NW_001876017.1	chrUn
NW_001876020.1	chrUn
NW_001876021.1	chrUn
NW_001876022.1	chrUn
NW_001876023.1	chrUn
NW_001876024.1	chrUn
NW_001876025.1	chrUn
NW_001876026.1	chrUn
NW_001876027.1	chrUn
NW_001876028.1	chrUn
NW_001876029.1	chrUn
NW_001876031.1	chrUn
NW_001876033.1	chrUn
NW_001876034.1	chrUn
NW_001876035.1	chrUn
NW_001876036.1	chrUn
NW_001876037.1	chrUn
NW_001876038.1	chrUn
NW_001876039.1	chrUn
NW_001876040.1	chrUn
NW_001876042.1	chrUn
NW_001876043.1	chrUn
NW_001876044.1	chrUn
NW_001876045.1	chrUn
NW_001876046.1	chrUn
NW_001876047.1	chrUn
NW_001876048.1	chrUn
NW_001876049.1	chrUn
NW_001876050.1	chrUn
NW_001876051.1	chrUn
NW_001876053.1	chrUn
NW_001876054.1	chrUn
NW_001876055.1	chrUn
NW_001876056.1	chrUn
NW_001876057.1	chrUn
NW_001876058.1	chrUn
NW_001876059.1	chrUn
NW_001876060.1	chrUn
NW_001876062.1	chrUn
NW_001876064.1	chrUn
NW_001876065.1	chrUn
NW_001876066.1	chrUn
NW_001876067.1	chrUn
NW_001876068.1	chrUn
NW_001876069.1	chrUn
NW_001876070.1	chrUn
NW_001876071.1	chrUn
NW_001876072.1	chrUn
NW_001876073.1	chrUn
NW_001876075.1	chrUn
NW_001876076.1	chrUn
NW_001876077.1	chrUn
NW_001876078.1	chrUn
NW_001876079.1	chrUn
NW_001876080.1	chrUn
NW_001876081.1	chrUn
NW_001876082.1	chrUn
NW_001876083.1	chrUn
NW_001876087.1	chrUn
NW_001876088.1	chrUn
NW_001876089.1	chrUn
NW_001876090.1	chrUn
NW_001876091.1	chrUn
NW_001876092.1	chrUn
NW_001876093.1	chrUn
NW_001876094.1	chrUn
NW_001876095.1	chrUn
NW_001876097.1	chrUn
NW_001876098.1	chrUn
NW_001876099.1	chrUn
NW_001876101.1	chrUn
NW_001876102.1	chrUn
NW_001876103.1	chrUn
NW_001876104.1	chrUn
NW_001876105.1	chrUn
NW_001876106.1	chrUn
NW_001876108.1	chrUn
NW_001876109.1	chrUn
NW_001876110.1	chrUn
NW_001876111.1	chrUn
NW_001876112.1	chrUn
NW_001876113.1	chrUn
NW_001876114.1	chrUn
NW_001876115.1	chrUn
NW_001876116.1	chrUn
NW_001876117.1	chrUn
NW_001876119.1	chrUn
NW_001876120.1	chrUn
NW_001876121.1	chrUn
NW_001876122.1	chrUn
NW_001876123.1	chrUn
NW_001876124.1	chrUn
NW_001876125.1	chrUn
NW_001876126.1	chrUn
NW_001876127.1	chrUn
NW_001876128.1	chrUn
NW_001876131.1	chrUn
NW_001876132.1	chrUn
NW_001876133.1	chrUn
NW_001876134.1	chrUn
NW_001876135.1	chrUn
NW_001876136.1	chrUn
NW_001876137.1	chrUn
NW_001876139.1	chrUn
NW_001876140.1	chrUn
NW_001876142.1	chrUn
NW_001876143.1	chrUn
NW_001876144.1	chrUn
NW_001876145.1	chrUn
NW_001876146.1	chrUn
NW_001876147.1	chrUn
NW_001876148.1	chrUn
NW_001876149.1	chrUn
NW_001876150.1	chrUn
NW_001876151.1	chrUn
NW_001876153.1	chrUn
NW_001876154.1	chrUn
NW_001876155.1	chrUn
NW_001876156.1	chrUn
NW_001876157.1	chrUn
NW_001876158.1	chrUn
NW_001876159.1	chrUn
NW_001876160.1	chrUn
NW_001876161.1	chrUn
NW_001876162.1	chrUn
NW_001876164.1	chrUn
NW_001876165.1	chrUn
NW_001876166.1	chrUn
NW_001876167.1	chrUn
NW_001876168.1	chrUn
NW_001876169.1	chrUn
NW_001876170.1	chrUn
NW_001876171.1	chrUn
NW_001876172.1	chrUn
NW_001876173.1	chrUn
NW_001876175.1	chrUn
NW_001876176.1	chrUn
NW_001876177.1	chrUn
NW_001876178.1	chrUn
NW_001876179.1	chrUn
NW_001876180.1	chrUn
NW_001876181.1	chrUn
NW_001876182.1	chrUn
NW_001876183.1	chrUn
NW_001876184.1	chrUn
NW_001876186.1	chrUn
NW_001876187.1	chrUn
NW_001876188.1	chrUn
NW_001876189.1	chrUn
NW_001876190.1	chrUn
NW_001876191.1	chrUn
NW_001876192.1	chrUn
NW_001876194.1	chrUn
NW_001876195.1	chrUn
NW_001876197.1	chrUn
NW_001876198.1	chrUn
NW_001876199.1	chrUn
NW_001876200.1	chrUn
NW_001876201.1	chrUn
NW_001876202.1	chrUn
NW_001876203.1	chrUn
NW_001876204.1	chrUn
NW_001876205.1	chrUn
NW_001876206.1	chrUn
NW_001876208.1	chrUn
NW_001876209.1	chrUn
NW_001876210.1	chrUn
NW_001876211.1	chrUn
NW_001876213.1	chrUn
NW_001876214.1	chrUn
NW_001876215.1	chrUn
NW_001876216.1	chrUn
NW_001876217.1	chrUn
NW_001876219.1	chrUn
NW_001876220.1	chrUn
NW_001876221.1	chrUn
NW_001876222.1	chrUn
NW_001876223.1	chrUn
NW_001876224.1	chrUn
NW_001876225.1	chrUn
NW_001876226.1	chrUn
NW_001876227.1	chrUn
NW_001876230.1	chrUn
NW_001876231.1	chrUn
NW_001876232.1	chrUn
NW_001876233.1	chrUn
NW_001876234.1	chrUn
NW_001876235.1	chrUn
NW_001876236.1	chrUn
NW_001876237.1	chrUn
NW_001876238.1	chrUn
NW_001876239.1	chrUn
NW_001876242.1	chrUn
NW_001876243.1	chrUn
NW_001876244.1	chrUn
NW_001876245.1	chrUn
NW_001876246.1	chrUn
NW_001876247.1	chrUn
NW_001876248.1	chrUn
NW_001876249.1	chrUn
NW_001876250.1	chrUn
NW_001876251.1	chrUn
NW_001876253.1	chrUn
NW_001876254.1	chrUn
NW_001876255.1	chrUn
NW_001876256.1	chrUn
NW_001876257.1	chrUn
NW_001876258.1	chrUn
NW_001876259.1	chrUn
NW_001876260.1	chrUn
NW_001876261.1	chrUn
NW_001876264.1	chrUn
NW_001876265.1	chrUn
NW_001876266.1	chrUn
NW_001876267.1	chrUn
NW_001876268.1	chrUn
NW_001876269.1	chrUn
NW_001876270.1	chrUn
NW_001876271.1	chrUn
NW_001876272.1	chrUn
NW_001876273.1	chrUn
NW_001876275.1	chrUn
NW_001876276.1	chrUn
NW_001876277.1	chrUn
NW_001876278.1	chrUn
NW_001876279.1	chrUn
NW_001876280.1	chrUn
NW_001876281.1	chrUn
NW_001876282.1	chrUn
NW_001876283.1	chrUn
NW_001876284.1	chrUn
NW_001876286.1	chrUn
NW_001876287.1	chrUn
NW_001876288.1	chrUn
NW_001876289.1	chrUn
NW_001876290.1	chrUn
NW_001876291.1	chrUn
NW_001876292.1	chrUn
NW_001876293.1	chrUn
NW_001876294.1	chrUn
NW_001876295.1	chrUn
NW_001876297.1	chrUn
NW_001876298.1	chrUn
NW_001876299.1	chrUn
NW_001876300.1	chrUn
NW_001876301.1	chrUn
NW_001876302.1	chrUn
NW_001876303.1	chrUn
NW_001876304.1	chrUn
NW_001876305.1	chrUn
NW_001876306.1	chrUn
NW_001876308.1	chrUn
NW_001876309.1	chrUn
NW_001876310.1	chrUn
NW_001876311.1	chrUn
NW_001876313.1	chrUn
NW_001876314.1	chrUn
NW_001876315.1	chrUn
NW_001876316.1	chrUn
NW_001876317.1	chrUn
NW_001876319.1	chrUn
NW_001876320.1	chrUn
NW_001876321.1	chrUn
NW_001876322.1	chrUn
NW_001876323.1	chrUn
NW_001876324.1	chrUn
NW_001876325.1	chrUn
NW_001876326.1	chrUn
NW_001876327.1	chrUn
NW_001876328.1	chrUn
NW_001876330.1	chrUn
NW_001876331.1	chrUn
NW_001876332.1	chrUn
NW_001876333.1	chrUn
NW_001876334.1	chrUn
NW_001876335.1	chrUn
NW_001876336.1	chrUn
NW_001876337.1	chrUn
NW_001876338.1	chrUn
NW_001876339.1	chrUn
NW_001876341.1	chrUn
NW_001876342.1	chrUn
NW_001876343.1	chrUn
NW_001876344.1	chrUn
NW_001876345.1	chrUn
NW_001876346.1	chrUn
NW_001876347.1	chrUn
NW_001876348.1	chrUn
NW_001876349.1	chrUn
NW_001876350.1	chrUn
NW_001876353.1	chrUn
NW_001876354.1	chrUn
NW_001876355.1	chrUn
NW_001876356.1	chrUn
NW_001876357.1	chrUn
NW_001876358.1	chrUn
NW_001876359.1	chrUn
NW_001876360.1	chrUn
NW_001876361.1	chrUn
NW_001876362.1	chrUn
NW_001876364.1	chrUn
NW_001876365.1	chrUn
NW_001876366.1	chrUn
NW_001876367.1	chrUn
NW_001876368.1	chrUn
NW_001876369.1	chrUn
NW_001876370.1	chrUn
NW_001876371.1	chrUn
NW_001876372.1	chrUn
NW_001876373.1	chrUn
NW_001876375.1	chrUn
NW_001876376.1	chrUn
NW_001876377.1	chrUn
NW_001876378.1	chrUn
NW_001876379.1	chrUn
NW_001876380.1	chrUn
NW_001876381.1	chrUn
NW_001876382.1	chrUn
NW_001876383.1	chrUn
NW_001876384.1	chrUn
NW_001876386.1	chrUn
NW_001876387.1	chrUn
NW_001876388.1	chrUn
NW_001876389.1	chrUn
NW_001876390.1	chrUn
NW_001876391.1	chrUn
NW_001876392.1	chrUn
NW_001876393.1	chrUn
NW_001876394.1	chrUn
NW_001876395.1	chrUn
NW_001876397.1	chrUn
NW_001876398.1	chrUn
NW_001876399.1	chrUn
NW_001876400.1	chrUn
NW_001876401.1	chrUn
NW_001876402.1	chrUn
NW_001876403.1	chrUn
NW_001876404.1	chrUn
NW_001876405.1	chrUn
NW_001876406.1	chrUn
NW_001876408.1	chrUn
NW_001876409.1	chrUn
NW_001876410.1	chrUn
NW_001876411.1	chrUn
NW_001876412.1	chrUn
NW_001876413.1	chrUn
NW_001876414.1	chrUn
NW_001876415.1	chrUn
NW_001876416.1	chrUn
NW_001876417.1	chrUn
NW_001876419.1	chrUn
NW_001876420.1	chrUn
NW_001876421.1	chrUn
NW_001876422.1	chrUn
NW_001876423.1	chrUn
NW_001876424.1	chrUn
NW_001876425.1	chrUn
NW_001876426.1	chrUn
NW_001876427.1	chrUn
NW_001876428.1	chrUn
NW_001876430.1	chrUn
NW_001876431.1	chrUn
NW_001876432.1	chrUn
NW_001876433.1	chrUn
NW_001876434.1	chrUn
NW_001876435.1	chrUn
NW_001876436.1	chrUn
NW_001876437.1	chrUn
NW_001876438.1	chrUn
NW_001876439.1	chrUn
NW_001876441.1	chrUn
NW_001876442.1	chrUn
NW_001876443.1	chrUn
NW_001876444.1	chrUn
NW_001876445.1	chrUn
NW_001876446.1	chrUn
NW_001876447.1	chrUn
NW_001876448.1	chrUn
NW_001876450.1	chrUn
NW_001876453.1	chrUn
NW_001876454.1	chrUn
NW_001876455.1	chrUn
NW_001876456.1	chrUn
NW_001876457.1	chrUn
NW_001876458.1	chrUn
NW_001876459.1	chrUn
NW_001876460.1	chrUn
NW_001876461.1	chrUn
NW_001876464.1	chrUn
NW_001876465.1	chrUn
NW_001876466.1	chrUn
NW_001876467.1	chrUn
NW_001876468.1	chrUn
NW_001876469.1	chrUn
NW_001876470.1	chrUn
NW_001876471.1	chrUn
NW_001876472.1	chrUn
NW_001876473.1	chrUn
NW_001876475.1	chrUn
NW_001876476.1	chrUn
NW_001876477.1	chrUn
NW_001876478.1	chrUn
NW_001876479.1	chrUn
NW_001876480.1	chrUn
NW_001876482.1	chrUn
NW_001876483.1	chrUn
NW_001876484.1	chrUn
NW_001876486.1	chrUn
NW_001876487.1	chrUn
NW_001876488.1	chrUn
NW_001876489.1	chrUn
NW_001876491.1	chrUn
NW_001876492.1	chrUn
NW_001876493.1	chrUn
NW_001876494.1	chrUn
NW_001876495.1	chrUn
NW_001876497.1	chrUn
NW_001876498.1	chrUn
NW_001876499.1	chrUn
NW_001876501.1	chrUn
NW_001876502.1	chrUn
NW_001876503.1	chrUn
NW_001876504.1	chrUn
NW_001876505.1	chrUn
NW_001876506.1	chrUn
NW_001876508.1	chrUn
NW_001876509.1	chrUn
NW_001876510.1	chrUn
NW_001876511.1	chrUn
NW_001876512.1	chrUn
NW_001876513.1	chrUn
NW_001876514.1	chrUn
NW_001876515.1	chrUn
NW_001876516.1	chrUn
NW_001876517.1	chrUn
NW_001876519.1	chrUn
NW_001876520.1	chrUn
NW_001876522.1	chrUn
NW_001876523.1	chrUn
NW_001876524.1	chrUn
NW_001876525.1	chrUn
NW_001876526.1	chrUn
NW_001876527.1	chrUn
NW_001876528.1	chrUn
NW_001876530.1	chrUn
NW_001876531.1	chrUn
NW_001876532.1	chrUn
NW_001876533.1	chrUn
NW_001876534.1	chrUn
NW_001876535.1	chrUn
NW_001876536.1	chrUn
NW_001876537.1	chrUn
NW_001876538.1	chrUn
NW_001876539.1	chrUn
NW_001876541.1	chrUn
NW_001876542.1	chrUn
NW_001876543.1	chrUn
NW_001876545.1	chrUn
NW_001876546.1	chrUn
NW_001876547.1	chrUn
NW_001876548.1	chrUn
NW_001876549.1	chrUn
NW_001876550.1	chrUn
NW_001876552.1	chrUn
NW_001876553.1	chrUn
NW_001876554.1	chrUn
NW_001876556.1	chrUn
NW_001876557.1	chrUn
NW_001876558.1	chrUn
NW_001876559.1	chrUn
NW_001876560.1	chrUn
NW_001876561.1	chrUn
NW_001876563.1	chrUn
NW_001876564.1	chrUn
NW_001876565.1	chrUn
NW_001876567.1	chrUn
NW_001876568.1	chrUn
NW_001876569.1	chrUn
NW_001876570.1	chrUn
NW_001876571.1	chrUn
NW_001876572.1	chrUn
NW_001876575.1	chrUn
NW_001876576.1	chrUn
NW_001876577.1	chrUn
NW_001876578.1	chrUn
NW_001876579.1	chrUn
NW_001876580.1	chrUn
NW_001876582.1	chrUn
NW_001876583.1	chrUn
NW_001876584.1	chrUn
NW_001876586.1	chrUn
NW_001876587.1	chrUn
NW_001876588.1	chrUn
NW_001876589.1	chrUn
NW_001876590.1	chrUn
NW_001876591.1	chrUn
NW_001876592.1	chrUn
NW_001876593.1	chrUn
NW_001876594.1	chrUn
NW_001876595.1	chrUn
NW_001876597.1	chrUn
NW_001876598.1	chrUn
NW_001876599.1	chrUn
NW_001876600.1	chrUn
NW_001876601.1	chrUn
NW_001876602.1	chrUn
NW_001876603.1	chrUn
NW_001876604.1	chrUn
NW_001876605.1	chrUn
NW_001876606.1	chrUn
NW_001876608.1	chrUn
NW_001876609.1	chrUn
NW_001876610.1	chrUn
NW_001876611.1	chrUn
NW_001876612.1	chrUn
NW_001876613.1	chrUn
NW_001876614.1	chrUn
NW_001876616.1	chrUn
NW_001876617.1	chrUn
NW_001876619.1	chrUn
NW_001876620.1	chrUn
NW_001876621.1	chrUn
NW_001876622.1	chrUn
NW_001876623.1	chrUn
NW_001876624.1	chrUn
NW_001876625.1	chrUn
NW_001876626.1	chrUn
NW_001876627.1	chrUn
NW_001876628.1	chrUn
NW_001876630.1	chrUn
NW_001876631.1	chrUn
NW_001876632.1	chrUn
NW_001876633.1	chrUn
NW_001876634.1	chrUn
NW_001876635.1	chrUn
NW_001876636.1	chrUn
NW_001876637.1	chrUn
NW_001876638.1	chrUn
NW_001876639.1	chrUn
NW_001876641.1	chrUn
NW_001876642.1	chrUn
NW_001876643.1	chrUn
NW_001876644.1	chrUn
NW_001876645.1	chrUn
NW_001876646.1	chrUn
NW_001876647.1	chrUn
NW_001876648.1	chrUn
NW_001876649.1	chrUn
NW_001876650.1	chrUn
NW_001876652.1	chrUn
NW_001876653.1	chrUn
NW_001876654.1	chrUn
NW_001876655.1	chrUn
NW_001876656.1	chrUn
NW_001876657.1	chrUn
NW_001876658.1	chrUn
NW_001876659.1	chrUn
NW_001876660.1	chrUn
NW_001876661.1	chrUn
NW_001876663.1	chrUn
NW_001876664.1	chrUn
NW_001876665.1	chrUn
NW_001876666.1	chrUn
NW_001876667.1	chrUn
NW_001876668.1	chrUn
NW_001876669.1	chrUn
NW_001876671.1	chrUn
NW_001876672.1	chrUn
NW_001876674.1	chrUn
NW_001876675.1	chrUn
NW_001876676.1	chrUn
NW_001876677.1	chrUn
NW_001876678.1	chrUn
NW_001876680.1	chrUn
NW_001876681.1	chrUn
NW_001876682.1	chrUn
NW_001876683.1	chrUn
NW_001876686.1	chrUn
NW_001876687.1	chrUn
NW_001876688.1	chrUn
NW_001876689.1	chrUn
NW_001876691.1	chrUn
NW_001876692.1	chrUn
NW_001876693.1	chrUn
NW_001876694.1	chrUn
NW_001876695.1	chrUn
NW_001876697.1	chrUn
NW_001876698.1	chrUn
NW_001876699.1	chrUn
NW_001876700.1	chrUn
NW_001876701.1	chrUn
NW_001876702.1	chrUn
NW_001876703.1	chrUn
NW_001876704.1	chrUn
NW_001876705.1	chrUn
NW_001876706.1	chrUn
NW_001876708.1	chrUn
NW_001876709.1	chrUn
NW_001876710.1	chrUn
NW_001876711.1	chrUn
NW_001876712.1	chrUn
NW_001876713.1	chrUn
NW_001876714.1	chrUn
NW_001876716.1	chrUn
NW_001876717.1	chrUn
NW_001876719.1	chrUn
NW_001876720.1	chrUn
NW_001876721.1	chrUn
NW_001876722.1	chrUn
NW_001876724.1	chrUn
NW_001876725.1	chrUn
NW_001876726.1	chrUn
NW_001876727.1	chrUn
NW_001876728.1	chrUn
NW_001876730.1	chrUn
NW_001876731.1	chrUn
NW_001876732.1	chrUn
NW_001876733.1	chrUn
NW_001876734.1	chrUn
NW_001876735.1	chrUn
NW_001876736.1	chrUn
NW_001876737.1	chrUn
NW_001876738.1	chrUn
NW_001876739.1	chrUn
NW_001876741.1	chrUn
NW_001876742.1	chrUn
NW_001876743.1	chrUn
NW_001876744.1	chrUn
NW_001876745.1	chrUn
NW_001876746.1	chrUn
NW_001876747.1	chrUn
NW_001876748.1	chrUn
NW_001876749.1	chrUn
NW_001876750.1	chrUn
NW_001876752.1	chrUn
NW_001876753.1	chrUn
NW_001876754.1	chrUn
NW_001876755.1	chrUn
NW_001876756.1	chrUn
NW_001876757.1	chrUn
NW_001876758.1	chrUn
NW_001876759.1	chrUn
NW_001876760.1	chrUn
NW_001876761.1	chrUn
NW_001876763.1	chrUn
NW_001876764.1	chrUn
NW_001876765.1	chrUn
NW_001876766.1	chrUn
NW_001876767.1	chrUn
NW_001876768.1	chrUn
NW_001876769.1	chrUn
NW_001876770.1	chrUn
NW_001876771.1	chrUn
NW_001876772.1	chrUn
NW_001876774.1	chrUn
NW_001876775.1	chrUn
NW_001876776.1	chrUn
NW_001876777.1	chrUn
NW_001876778.1	chrUn
NW_001876779.1	chrUn
NW_001876780.1	chrUn
NW_001876781.1	chrUn
NW_001876782.1	chrUn
NW_001876783.1	chrUn
NW_001876785.1	chrUn
NW_001876786.1	chrUn
NW_001876787.1	chrUn
NW_001876788.1	chrUn
NW_001876789.1	chrUn
NW_001876790.1	chrUn
NW_001876791.1	chrUn
NW_001876792.1	chrUn
NW_001876793.1	chrUn
NW_001876794.1	chrUn
NW_001876797.1	chrUn
NW_001876798.1	chrUn
NW_001876799.1	chrUn
NW_001876800.1	chrUn
NW_001876801.1	chrUn
NW_001876802.1	chrUn
NW_001876803.1	chrUn
NW_001876804.1	chrUn
NW_001876805.1	chrUn
NW_001876806.1	chrUn
NW_001876808.1	chrUn
NW_001876809.1	chrUn
NW_001876810.1	chrUn
NW_001876811.1	chrUn
NW_001876812.1	chrUn
NW_001876813.1	chrUn
NW_001876814.1	chrUn
NW_001876815.1	chrUn
NW_001876816.1	chrUn
NW_001876817.1	chrUn
NW_001876819.1	chrUn
NW_001876821.1	chrUn
NW_001876822.1	chrUn
NW_001876823.1	chrUn
NW_001876824.1	chrUn
NW_001876825.1	chrUn
NW_001876826.1	chrUn
NW_001876828.1	chrUn
NW_001876830.1	chrUn
NW_001876831.1	chrUn
NW_001876832.1	chrUn
NW_001876833.1	chrUn
NW_001876834.1	chrUn
NW_001876835.1	chrUn
NW_001876836.1	chrUn
NW_001876837.1	chrUn
NW_001876838.1	chrUn
NW_001876839.1	chrUn
NW_001876841.1	chrUn
NW_001876842.1	chrUn
NW_001876843.1	chrUn
NW_001876844.1	chrUn
NW_001876845.1	chrUn
NW_001876847.1	chrUn
NW_001876848.1	chrUn
NW_001876849.1	chrUn
NW_001876850.1	chrUn
NW_001876852.1	chrUn
NW_001876853.1	chrUn
NW_001876854.1	chrUn
NW_001876855.1	chrUn
NW_001876857.1	chrUn
NW_001876858.1	chrUn
NW_001876859.1	chrUn
NW_001876860.1	chrUn
NW_001876861.1	chrUn
NW_001876863.1	chrUn
NW_001876864.1	chrUn
NW_001876865.1	chrUn
NW_001876866.1	chrUn
NW_001876867.1	chrUn
NW_001876868.1	chrUn
NW_001876869.1	chrUn
NW_001876870.1	chrUn
NW_001876871.1	chrUn
NW_001876872.1	chrUn
NW_001876874.1	chrUn
NW_001876875.1	chrUn
NW_001876876.1	chrUn
NW_001876877.1	chrUn
NW_001876878.1	chrUn
NW_001876879.1	chrUn
NW_001876880.1	chrUn
NW_001876881.1	chrUn
NW_001876883.1	chrUn
NW_001876885.1	chrUn
NW_001876886.1	chrUn
NW_001876887.1	chrUn
NW_001876888.1	chrUn
NW_001876889.1	chrUn
NW_001876890.1	chrUn
NW_001876891.1	chrUn
NW_001876892.1	chrUn
NW_001876893.1	chrUn
NW_001876894.1	chrUn
NW_001876896.1	chrUn
NW_001876897.1	chrUn
NW_001876898.1	chrUn
NW_001876899.1	chrUn
NW_001876900.1	chrUn
NW_001876901.1	chrUn
NW_001876902.1	chrUn
NW_001876903.1	chrUn
NW_001876904.1	chrUn
NW_001876905.1	chrUn
NW_001876908.1	chrUn
NW_001876909.1	chrUn
NW_001876910.1	chrUn
NW_001876911.1	chrUn
NW_001876912.1	chrUn
NW_001876913.1	chrUn
NW_001876914.1	chrUn
NW_001876915.1	chrUn
NW_001876916.1	chrUn
NW_001876917.1	chrUn
NW_001876919.1	chrUn
NW_001876920.1	chrUn
NW_001876922.1	chrUn
NW_001876923.1	chrUn
NW_001876924.1	chrUn
NW_001876925.1	chrUn
NW_001876926.1	chrUn
NW_001876927.1	chrUn
NW_001876928.1	chrUn
NW_001876930.1	chrUn
NW_001876931.1	chrUn
NW_001876932.1	chrUn
NW_001876934.1	chrUn
NW_001876935.1	chrUn
NW_001876936.1	chrUn
NW_001876937.1	chrUn
NW_001876938.1	chrUn
NW_001876939.1	chrUn
NW_001876941.1	chrUn
NW_001876942.1	chrUn
NW_001876944.1	chrUn
NW_001876945.1	chrUn
NW_001876947.1	chrUn
NW_001876948.1	chrUn
NW_001876949.1	chrUn
NW_001876950.1	chrUn
NW_001876952.1	chrUn
NW_001876953.1	chrUn
NW_001876954.1	chrUn
NW_001876955.1	chrUn
NW_001876956.1	chrUn
NW_001876957.1	chrUn
NW_001876959.1	chrUn
NW_001876960.1	chrUn
NW_001876961.1	chrUn
NW_001876963.1	chrUn
NW_001876964.1	chrUn
NW_001876965.1	chrUn
NW_001876966.1	chrUn
NW_001876967.1	chrUn
NW_001876968.1	chrUn
NW_001876969.1	chrUn
NW_001876970.1	chrUn
NW_001876971.1	chrUn
NW_001876972.1	chrUn
NW_001876974.1	chrUn
NW_001876975.1	chrUn
NW_001876976.1	chrUn
NW_001876977.1	chrUn
NW_001876978.1	chrUn
NW_001876979.1	chrUn
NW_001876980.1	chrUn
NW_001876981.1	chrUn
NW_001876982.1	chrUn
NW_001876983.1	chrUn
NW_001876985.1	chrUn
NW_001876986.1	chrUn
NW_001876987.1	chrUn
NW_001876988.1	chrUn
NW_001876989.1	chrUn
NW_001876990.1	chrUn
NW_001876991.1	chrUn
NW_001876992.1	chrUn
NW_001876993.1	chrUn
NW_001876994.1	chrUn
NW_001876996.1	chrUn
NW_001876997.1	chrUn
NW_001876998.1	chrUn
NW_001876999.1	chrUn
NW_001877000.1	chrUn
NW_001877001.1	chrUn
NW_001877002.1	chrUn
NW_001877003.1	chrUn
NW_001875686.1	chrUn
NW_001875797.1	chrUn
NW_001875908.1	chrUn
NW_001876019.1	chrUn
NW_001876130.1	chrUn
NW_001876241.1	chrUn
NW_001876352.1	chrUn
NW_001876463.1	chrUn
NW_001876574.1	chrUn
NW_001876685.1	chrUn
NW_001876796.1	chrUn
NW_001876907.1	chrUn
NW_001877006.1	chrUn
NW_001877017.1	chrUn
NW_001877028.1	chrUn
NW_001877039.1	chrUn
NW_001867446.1	chrUn
NW_001867457.1	chrUn
NW_001867468.1	chrUn
NW_001867479.1	chrUn
NW_001867490.1	chrUn
NW_001867501.1	chrUn
NW_001867512.1	chrUn
NW_001867523.1	chrUn
NW_001867534.1	chrUn
NW_001867545.1	chrUn
NW_001867556.1	chrUn
NW_001867567.1	chrUn
NW_001867578.1	chrUn
NW_001867589.1	chrUn
NW_001867600.1	chrUn
NW_001867611.1	chrUn
NW_001867622.1	chrUn
NW_001867644.1	chrUn
NW_001867655.1	chrUn
NW_001867666.1	chrUn
NW_001867677.1	chrUn
NW_001867688.1	chrUn
NW_001867699.1	chrUn
NW_001867710.1	chrUn
NW_001867721.1	chrUn
NW_001867732.1	chrUn
NW_001867743.1	chrUn
NW_001867754.1	chrUn
NW_001867765.1	chrUn
NW_001867787.1	chrUn
NW_001867798.1	chrUn
NW_001867809.1	chrUn
NW_001867820.1	chrUn
NW_001867831.1	chrUn
NW_001867842.1	chrUn
NW_001867853.1	chrUn
NW_001867864.1	chrUn
NW_001867875.1	chrUn
NW_001867886.1	chrUn
NW_001867897.1	chrUn
NW_001867908.1	chrUn
NW_001867919.1	chrUn
NW_001867930.1	chrUn
NW_001867941.1	chrUn
NW_001867952.1	chrUn
NW_001867963.1	chrUn
NW_001867974.1	chrUn
NW_001867985.1	chrUn
NW_001867996.1	chrUn
NW_001868007.1	chrUn
NW_001868018.1	chrUn
NW_001868029.1	chrUn
NW_001868040.1	chrUn
NW_001868051.1	chrUn
NW_001868062.1	chrUn
NW_001868073.1	chrUn
NW_001868084.1	chrUn
NW_001868095.1	chrUn
NW_001868106.1	chrUn
NW_001868117.1	chrUn
NW_001868128.1	chrUn
NW_001868139.1	chrUn
NW_001868150.1	chrUn
NW_001868161.1	chrUn
NW_001868172.1	chrUn
NW_001868183.1	chrUn
NW_001868194.1	chrUn
NW_001868205.1	chrUn
NW_001868216.1	chrUn
NW_001868227.1	chrUn
NW_001868238.1	chrUn
NW_001868249.1	chrUn
NW_001868260.1	chrUn
NW_001868282.1	chrUn
NW_001868293.1	chrUn
NW_001868304.1	chrUn
NW_001868315.1	chrUn
NW_001868326.1	chrUn
NW_001868337.1	chrUn
NW_001868348.1	chrUn
NW_001868359.1	chrUn
NW_001868370.1	chrUn
NW_001868381.1	chrUn
NW_001868392.1	chrUn
NW_001868403.1	chrUn
NW_001868414.1	chrUn
NW_001868425.1	chrUn
NW_001868436.1	chrUn
NW_001868447.1	chrUn
NW_001868458.1	chrUn
NW_001868469.1	chrUn
NW_001868480.1	chrUn
NW_001868491.1	chrUn
NW_001868502.1	chrUn
NW_001868513.1	chrUn
NW_001868524.1	chrUn
NW_001868535.1	chrUn
NW_001868546.1	chrUn
NW_001868557.1	chrUn
NW_001868568.1	chrUn
NW_001868579.1	chrUn
NW_001868590.1	chrUn
NW_001868612.1	chrUn
